num_venda;data_venda;data_entrega;uf;regiao;gestor;vendedor;departamento;forma_pagamento;valor_venda;status
4346;03/03/2010;15/03/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Débito;6069.08;Concluída
4347;04/03/2010;18/03/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Cartão de Crédito;2556.68;Concluída
4348;04/03/2010;11/03/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrodomésticos;Cartão de Crédito;3002.92;Concluída
4349;04/03/2010;14/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;1924.00;Concluída
4352;04/03/2010;08/03/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Débito;594.01;Concluída
4353;04/03/2010;10/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Transferência Eletrônica;1391.43;Concluída
4354;04/03/2010;13/03/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Roupas e Acessórios;Cartão de Crédito;227.95;Concluída
4355;05/03/2010;20/03/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Roupas e Acessórios;Transferência Eletrônica;179.45;Cancelada
4356;05/03/2010;10/03/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Débito;743.71;Concluída
4357;05/03/2010;11/03/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Cartão de Crédito;4638.99;Concluída
4358;05/03/2010;07/03/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Utilidades Domésticas;Cartão de Crédito;745.32;Concluída
4359;05/03/2010;08/03/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Casa e Construção;Transferência Eletrônica;4047.91;Concluída
4362;06/03/2010;10/03/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Móveis e Decoração;Boleto Bancário;828.66;Concluída
4365;06/03/2010;08/03/2010;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Cartão de Débito;2846.79;Cancelada
4368;06/03/2010;17/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Crédito;136.16;Concluída
4369;06/03/2010;08/03/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;9417.93;Concluída
4370;07/03/2010;10/03/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;9839.25;Concluída
4373;07/03/2010;09/03/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Cartão de Débito;3963.87;Concluída
4376;07/03/2010;14/03/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrodomésticos;Cartão de Débito;487.35;Concluída
4377;08/03/2010;13/03/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrodomésticos;Boleto Bancário;377.57;Concluída
4379;08/03/2010;12/03/2010;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Eletrodomésticos;Transferência Eletrônica;476.50;Concluída
4380;08/03/2010;13/03/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Cartão de Crédito;7151.61;Concluída
4382;09/03/2010;15/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Crédito;956.70;Concluída
4383;09/03/2010;18/03/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrodomésticos;Cartão de Crédito;512.41;Cancelada
4384;09/03/2010;13/03/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Transferência Eletrônica;5269.98;Concluída
4385;09/03/2010;16/03/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;7985.77;Concluída
4386;11/03/2010;24/03/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;1397.23;Concluída
4387;11/03/2010;23/03/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;3400.00;Concluída
4388;11/03/2010;15/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Transferência Eletrônica;2795.86;Concluída
4389;11/03/2010;19/03/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Casa e Construção;Cartão de Crédito;500.72;Concluída
4390;11/03/2010;19/03/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Cartão de Débito;2612.85;Concluída
4391;12/03/2010;17/03/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Transferência Eletrônica;1076.21;Cancelada
4392;12/03/2010;19/03/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Débito;2357.47;Concluída
4393;12/03/2010;18/03/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Utilidades Domésticas;Cartão de Crédito;1198.90;Concluída
4394;13/03/2010;20/03/2010;PA;Norte;Elenice Mendes;Luíza Campos;Roupas e Acessórios;Cartão de Débito;294.83;Concluída
4395;14/03/2010;23/03/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Débito;7869.51;Concluída
4398;15/03/2010;17/03/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Cartão de Débito;6913.52;Concluída
4399;15/03/2010;20/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Cartão de Débito;1902.40;Concluída
4400;15/03/2010;24/03/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Cartão de Crédito;3146.75;Concluída
4401;16/03/2010;19/03/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Cartão de Crédito;2958.87;Concluída
4402;16/03/2010;29/03/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Débito;6081.76;Concluída
4403;17/03/2010;25/03/2010;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Crédito;7718.52;Cancelada
4405;17/03/2010;21/03/2010;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Crédito;9383.49;Concluída
4407;18/03/2010;27/03/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Transferência Eletrônica;46.19;Concluída
4408;19/03/2010;23/03/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Roupas e Acessórios;Cartão de Débito;244.91;Concluída
4410;19/03/2010;21/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;3428.11;Concluída
4411;19/03/2010;23/03/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrodomésticos;Cartão de Crédito;899.42;Concluída
4412;19/03/2010;31/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;2779.13;Concluída
4414;20/03/2010;30/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;7595.18;Concluída
4417;20/03/2010;23/03/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Crédito;3623.88;Concluída
4418;21/03/2010;24/03/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Roupas e Acessórios;Cartão de Crédito;214.66;Cancelada
4419;21/03/2010;31/03/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Cartão de Débito;1432.74;Concluída
4420;21/03/2010;27/03/2010;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Roupas e Acessórios;Cartão de Crédito;235.38;Concluída
4421;22/03/2010;25/03/2010;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Eletrônicos;Cartão de Crédito;6252.64;Concluída
4422;22/03/2010;02/04/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Boleto Bancário;2528.09;Concluída
4423;23/03/2010;27/03/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Utilidades Domésticas;Cartão de Débito;1287.48;Concluída
4424;23/03/2010;25/03/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrodomésticos;Boleto Bancário;2823.21;Concluída
4425;23/03/2010;25/03/2010;SC;Sul;Roberta Camargo;João Lima;Roupas e Acessórios;Cartão de Crédito;152.82;Concluída
4426;23/03/2010;26/03/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Crédito;3325.82;Concluída
4427;23/03/2010;28/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;2760.32;Concluída
4428;24/03/2010;28/03/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Casa e Construção;Cartão de Débito;7759.50;Concluída
4431;24/03/2010;03/04/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Transferência Eletrônica;5036.89;Concluída
4434;25/03/2010;02/04/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Cartão de Crédito;5366.18;Cancelada
4435;25/03/2010;03/04/2010;PR;Sul;Roberta Camargo;Érica Macedo;Roupas e Acessórios;Cartão de Débito;378.46;Concluída
4436;25/03/2010;06/04/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Esporte e Lazer;Cartão de Débito;662.70;Concluída
4437;25/03/2010;03/04/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;3077.95;Cancelada
4438;26/03/2010;04/04/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Móveis e Decoração;Cartão de Débito;3906.04;Concluída
4439;27/03/2010;04/04/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Móveis e Decoração;Cartão de Débito;1023.68;Concluída
4440;27/03/2010;07/04/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Utilidades Domésticas;Cartão de Crédito;1187.06;Concluída
4441;27/03/2010;31/03/2010;PI;Nordeste;Raimundo Moraes;Gerson Melo;Móveis e Decoração;Transferência Eletrônica;3808.65;Concluída
4442;27/03/2010;31/03/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;4766.51;Cancelada
4443;27/03/2010;09/04/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Transferência Eletrônica;1131.35;Concluída
4444;27/03/2010;29/03/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;2038.97;Concluída
4445;28/03/2010;10/04/2010;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Transferência Eletrônica;1198.96;Concluída
4446;28/03/2010;03/04/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Crédito;4948.31;Concluída
4447;29/03/2010;08/04/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Transferência Eletrônica;618.28;Concluída
4448;29/03/2010;31/03/2010;PI;Nordeste;Raimundo Moraes;Gerson Melo;Roupas e Acessórios;Transferência Eletrônica;54.83;Concluída
4450;30/03/2010;09/04/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Boleto Bancário;5327.06;Concluída
4451;30/03/2010;06/04/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Utilidades Domésticas;Transferência Eletrônica;593.62;Concluída
4452;31/03/2010;13/04/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Utilidades Domésticas;Transferência Eletrônica;1540.69;Concluída
4453;31/03/2010;10/04/2010;PR;Sul;Roberta Camargo;Érica Macedo;Esporte e Lazer;Transferência Eletrônica;1871.09;Concluída
4456;01/04/2010;16/04/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Cartão de Crédito;2437.59;Concluída
4457;01/04/2010;08/04/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;612.78;Cancelada
4458;01/04/2010;08/04/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Casa e Construção;Boleto Bancário;5140.01;Cancelada
4459;01/04/2010;11/04/2010;TO;Norte;Elenice Mendes;Armando Cabral;Esporte e Lazer;Cartão de Débito;318.54;Concluída
4460;02/04/2010;07/04/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Cartão de Crédito;1866.96;Concluída
4461;02/04/2010;08/04/2010;PR;Sul;Roberta Camargo;Érica Macedo;Utilidades Domésticas;Cartão de Débito;1610.34;Concluída
4462;03/04/2010;08/04/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Eletrônicos;Cartão de Crédito;6804.22;Concluída
4465;03/04/2010;17/04/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Cartão de Crédito;4362.79;Concluída
4468;03/04/2010;08/04/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Crédito;92.83;Concluída
4469;04/04/2010;10/04/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Cartão de Crédito;1156.85;Concluída
4472;04/04/2010;12/04/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Crédito;1050.02;Concluída
4473;04/04/2010;11/04/2010;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrônicos;Cartão de Débito;910.62;Concluída
4474;05/04/2010;11/04/2010;SC;Sul;Roberta Camargo;João Lima;Casa e Construção;Boleto Bancário;5959.46;Concluída
4475;05/04/2010;13/04/2010;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Eletrônicos;Cartão de Débito;9945.64;Concluída
4476;06/04/2010;09/04/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Cartão de Débito;727.45;Concluída
4479;06/04/2010;13/04/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Cartão de Crédito;5595.51;Concluída
4480;07/04/2010;14/04/2010;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Utilidades Domésticas;Transferência Eletrônica;137.56;Cancelada
4481;07/04/2010;17/04/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Transferência Eletrônica;8844.23;Concluída
4482;08/04/2010;20/04/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Casa e Construção;Cartão de Crédito;4055.94;Concluída
4483;08/04/2010;11/04/2010;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Cartão de Crédito;584.46;Concluída
4484;08/04/2010;11/04/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Transferência Eletrônica;4416.29;Concluída
4485;09/04/2010;19/04/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Utilidades Domésticas;Cartão de Crédito;818.21;Concluída
4486;09/04/2010;18/04/2010;PA;Norte;Elenice Mendes;Luíza Campos;Eletrônicos;Boleto Bancário;6323.75;Concluída
4487;10/04/2010;22/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Crédito;728.71;Concluída
4488;11/04/2010;14/04/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Crédito;795.38;Cancelada
4491;11/04/2010;17/04/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Cartão de Débito;436.41;Concluída
4492;12/04/2010;17/04/2010;TO;Norte;Elenice Mendes;Armando Cabral;Roupas e Acessórios;Boleto Bancário;294.56;Concluída
4493;13/04/2010;22/04/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Boleto Bancário;5339.27;Concluída
4494;13/04/2010;27/04/2010;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Eletrônicos;Cartão de Crédito;6508.51;Cancelada
4495;13/04/2010;18/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Transferência Eletrônica;2706.42;Concluída
4496;14/04/2010;21/04/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;4216.34;Concluída
4497;14/04/2010;23/04/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrodomésticos;Cartão de Crédito;1236.09;Concluída
4498;14/04/2010;24/04/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;2105.88;Concluída
4499;14/04/2010;24/04/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Transferência Eletrônica;2058.12;Cancelada
4500;14/04/2010;24/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;1095.25;Concluída
4501;14/04/2010;20/04/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Crédito;673.56;Concluída
4502;15/04/2010;25/04/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Transferência Eletrônica;9998.23;Concluída
4503;16/04/2010;26/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Débito;83.65;Concluída
4504;17/04/2010;25/04/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Cartão de Débito;9484.49;Concluída
4506;17/04/2010;27/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;1712.82;Concluída
4507;17/04/2010;30/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;7814.53;Concluída
4508;18/04/2010;20/04/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Cartão de Crédito;6391.27;Concluída
4509;19/04/2010;22/04/2010;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Cartão de Crédito;9584.41;Concluída
4510;19/04/2010;28/04/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Débito;2270.71;Concluída
4511;20/04/2010;29/04/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Débito;5450.50;Concluída
4512;20/04/2010;22/04/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Cartão de Débito;916.62;Concluída
4513;20/04/2010;26/04/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Débito;4261.89;Concluída
4514;21/04/2010;23/04/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;8497.41;Concluída
4515;21/04/2010;03/05/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;268.57;Concluída
4516;21/04/2010;26/04/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Roupas e Acessórios;Boleto Bancário;253.71;Concluída
4518;22/04/2010;24/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Boleto Bancário;1827.58;Concluída
4519;22/04/2010;05/05/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Cartão de Débito;4035.50;Concluída
4520;22/04/2010;27/04/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;8022.85;Concluída
4521;23/04/2010;27/04/2010;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Boleto Bancário;9589.86;Concluída
4522;23/04/2010;03/05/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;7211.09;Concluída
4523;23/04/2010;29/04/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Boleto Bancário;1946.11;Concluída
4524;24/04/2010;30/04/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrodomésticos;Cartão de Débito;1637.90;Concluída
4525;24/04/2010;07/05/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Crédito;5501.51;Concluída
4526;24/04/2010;06/05/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Boleto Bancário;6963.46;Concluída
4527;24/04/2010;04/05/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Débito;1231.94;Concluída
4528;24/04/2010;08/05/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Cartão de Crédito;8581.64;Concluída
4529;25/04/2010;29/04/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;6183.46;Concluída
4532;25/04/2010;03/05/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Cartão de Débito;858.07;Concluída
4533;25/04/2010;07/05/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Cartão de Débito;3333.45;Concluída
4534;26/04/2010;03/05/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Débito;337.36;Concluída
4535;27/04/2010;04/05/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;10784.26;Concluída
4536;27/04/2010;06/05/2010;TO;Norte;Elenice Mendes;Armando Cabral;Casa e Construção;Cartão de Débito;471.20;Concluída
4537;27/04/2010;06/05/2010;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrônicos;Cartão de Crédito;10733.37;Concluída
4539;27/04/2010;04/05/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Roupas e Acessórios;Cartão de Débito;189.66;Concluída
4540;28/04/2010;01/05/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Roupas e Acessórios;Cartão de Débito;409.12;Concluída
4541;28/04/2010;02/05/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Cartão de Débito;8243.01;Concluída
4542;28/04/2010;30/04/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;6917.50;Concluída
4544;28/04/2010;08/05/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Cartão de Crédito;6940.81;Concluída
4547;29/04/2010;05/05/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Crédito;805.05;Concluída
4549;29/04/2010;09/05/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;2327.19;Concluída
4550;29/04/2010;11/05/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Roupas e Acessórios;Cartão de Crédito;152.07;Concluída
4551;29/04/2010;06/05/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Utilidades Domésticas;Cartão de Débito;1307.04;Concluída
4554;30/04/2010;13/05/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Transferência Eletrônica;264.38;Concluída
4555;30/04/2010;13/05/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Roupas e Acessórios;Transferência Eletrônica;294.84;Concluída
4556;30/04/2010;07/05/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;6787.57;Concluída
4557;01/05/2010;06/05/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Débito;155.05;Concluída
4558;01/05/2010;05/05/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Transferência Eletrônica;3065.82;Concluída
4559;01/05/2010;04/05/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Cartão de Crédito;5448.94;Concluída
4560;01/05/2010;06/05/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Boleto Bancário;2301.96;Concluída
4561;02/05/2010;05/05/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Boleto Bancário;5236.35;Concluída
